"key_city_code";"key_area_code";"key_regon_code";"key_zone_code";"key_sub_zose_code";"key_bulding_no";"key_apprt_no";"key_all";"key_bulding_key"
"02";"01";"01";"01";"01";"01";"";"020101010101";""
"02";"01";"01";"01";"01";"02";"";"020101010102";""
"02";"01";"01";"01";"01";"03";"";"020101010103";""
"02";"01";"01";"01";"01";"04";"";"020101010104";""
